公司名称,薪资,工作岗位,要求工作经验,要求学历,公司地址,公司人数,标签1,标签2,标签3,招聘链接
建国汽车,5-6K,数据分析专员,经验不限,大专,成都·双流区·华阳,1000-9999人,Excel,,,https://www.zhipin.com/job_detail/99634061e81039751XV93dW0EFdR.html?lid=89AapUgEF39.search.122&securityId=Y2rjjgeFVi4E--E1IbE7-4YYwymYZD4drwR5X5joKFMTwm8QTX6q2cy_SkXNfuzPg4mSn0N8u56T_D23ct6PH1HvtNOJjgOWMlZSeD6J8de_H0ur
阿布空间,15-30K,Python数据分析讲师、机器学习应用讲师,经验不限,本科,成都·双流区·华阳,1000-9999人,深度学习算法,Python,SQL,https://www.zhipin.com/job_detail/6266ba059bb9b2ba1nN-0tS_GVJR.html?lid=89AapUgEF39.search.123&securityId=at47FZ_GchyyD-G1w4kyVS3hGYEdUYlk6wS-uveCKXQEcnuIrg2Ta8aAOjdYtY-pwe-EqIJVzxpIjeaQFQIgyhH0bX0EVLcXxAyJ7gMXk0mkxspQOA~~
四川蓁知科技有限公司,10-15K,数据分析助理,在校/应届,大专,成都·锦江区·合江亭,1000-9999人,胆大心细,,,https://www.zhipin.com/job_detail/8c89e0ae490a7e361XZ-3dm5FFRR.html?lid=89AapUgEF39.search.124&securityId=72tSpan2C6cHK-01DfuEAn_Gz66jioEYjPhppZDgVA0FCIbYyq1gYbBx5eKGYBjC4rMXIE2J0r3wJplAO-e4h-HkkgzzwnU32SNcl8GbTMR-JJNXhQ~~
天灵高科,5-10K,数据分析工程师,3-5年,本科,成都·武侯区·复城国际广场,1000-9999人,数据分析大数据,LUA,电网,https://www.zhipin.com/job_detail/b16d83aaa3ee42a31nx-29y6EFVQ.html?lid=89AapUgEF39.search.125&securityId=_QbdXshMrgzK7-I1qwrwl4gXQmeiOrBTNgfNCqdoBjqSmqdnfm_Q2evrdwC42JwKRs4KNKc-J51ISkX9Bh-cqyVmFuZk6uL6QY3UCEEEXTeBO5JByw~~
百茶百道,15-20K,数据分析工程师,3-5年,本科,成都·武侯区·孵化园,1000-9999人,Python,决策树,Hadoop,https://www.zhipin.com/job_detail/53558207f5c404241XV43tS-GFdY.html?lid=89AapUgEF39.search.126&securityId=Yy5T3eS1lsINl-r1D5bEWvktVL803RqpdnkHPBGZiA1M8ZV2HCesKsdn2vWdm50bokoudFygY9W0FtmexThKd-0Xa7uuKacpziPEanjZaowcbLFYWeeLjzvtABUZwFCIAzuU6ftQ5-4YX1M4aA9fxo4~
成都链安科技,9-14K,数据分析工程师,1-3年,本科,成都·武侯区·中和,1000-9999人,Python,SQL,,https://www.zhipin.com/job_detail/287d2a85e5efb34e1nx539y9F1JU.html?lid=89AapUgEF39.search.127&securityId=7agBgPZ0S5E4--G1vWLVbxJhODD1HS3QTZbNtRJ4K6O7QF2XhE8WhatBb-RGva5I1Zh5kRJV7iLEDEP36T6-UQ5RplfeI005bo1YlGkYscUrNU7mHw~~
美团,200-250元/天,数据分析实习生,5天/周,3个月,成都·武侯区·磨子桥,1000-9999人,SQL,Excel,,https://www.zhipin.com/job_detail/33017ab2f2e5ae2e1XZ42du0EVBR.html?lid=89AapUgEF39.search.128&securityId=7RQvyLePdfKAE-81zGYbYk2CBi58Rrxd9PenSjFGLhHBcT4o5Ry2antsT8twPXD1dzsPH_LUVnfdTJfUbJP-9rIjNcVyCd6ac9N-us3UudJTDvlLa-eA
腾讯,8-13K·14薪,数据分析（腾讯医疗全资子公司成都分公司,3-5年,本科,成都·武侯区·新会展中心,1000-9999人,Python,Java,数据分析,https://www.zhipin.com/job_detail/ae4f5da4fd23358d1nZ73tS7EVdY.html?lid=89AapUgEF39.search.129&securityId=HoqSWuMeAmnVx-g1pux9V1tUUyth8LfRrE0fNEMQMlEwHoRaZINWHdD3wBIyK0zkqnbOgHvAPULT1jL5f7u75nT2PV7wJ5ZrLmhVbR_5Wazr2q3Mllg0
千小豹,4-6K,管培生（数据分析方向）,在校/应届,本科,成都·双流区·华阳,1000-9999人,Excel,SQL,Python,https://www.zhipin.com/job_detail/a239ad022e47c2821n1y3NW7GFdV.html?lid=89AapUgEF39.search.130&securityId=qchXJXpUonhar-41TVu_CxkV-F51OaBLERQNuL8aeceb2IjJb4gZkQVqV_C_juyp9kotNl90kcgL4yidFyKl4UoemrvBa6GK80Jk4Und0miEV2ysv-Q~
腾讯,8-12K·14薪,数据分析-人效管理,3-5年,本科,成都·武侯区·新会展中心,1000-9999人,Python,SQL,,https://www.zhipin.com/job_detail/68ca062bbbcf6e4f1n1z2d66FVJX.html?lid=89AapUgEF39.search.131&securityId=75s3nH99XB08Z-M1nh0FE1Mz6kwxF4tdLfJpA3Hjj2L5JaPbokiVNSisA26pSG9Z8qzvqqm6QWMHS8gg8uZdJu_TPbXoRxGuoK21sDKEFQQpV7ojKkU~
麦迪威尔,3-4K,医药学数据分析专员,经验不限,大专,成都·武侯区·玉林,1000-9999人,需求分析,数据建模,,https://www.zhipin.com/job_detail/6645d06ffd672a5a03xy3Ny1FlQ~.html?lid=89AapUgEF39.search.132&securityId=cnlcPUeX2foTw-e117Dk9BW7G4xfa9OVmh1OGnczcWR4MVJXNwGc4U865OmUXSgG5T4Zodz1dRTFZdzHzwUh3hQEB5aypIhaWdRgHvWVaS9R1rr1
腾讯科技(北京)公司,10-12K,数据分析专员（腾讯全资子公司成都分公司）,3-5年,本科,成都·武侯区·新会展中心,1000-9999人,Python,Java,爬虫,https://www.zhipin.com/job_detail/55e4a392e1fbcf5c1nZ-3ti9FlpW.html?lid=89AapUgEF39.search.133&securityId=xZwiWZx4op5Sc-Q1Ls1VXmk8DREV-SkKJIlVQGFL4gGfR8Cr1Ni-u2ekVq6wI9poxQNhd70C7c2p7tfsqeiDm7ViMLvTOSRgZHsOXV6-Q24ShZRn5Q~~
北京字节跳动,15-30K·15薪,数据分析师,1-3年,本科,成都·成华区·万象城,1000-9999人,Python,SPSS,SQL,https://www.zhipin.com/job_detail/266ba2189768d6211XV_0ty1EVZY.html?lid=89AapUgEF39.search.134&securityId=Plyvq2vjf4k5a-D1b8HXLt8LosOyQWf58TPdC7syNMRkIFMI3PAHT963dsnpSW5E1mDPuQr1dpP91PI_DGM9K9G9zziOr7DC5peXD5N6oh7rR4uqvQ~~
麦可思数据科技,6-10K,数据分析师-成都,经验不限,本科,成都·双流区·华阳,1000-9999人,SPSS,SAS,Excel,https://www.zhipin.com/job_detail/082e016d65b0063c1XV_0tW1EVBR.html?lid=89AapUgEF39.search.135&securityId=h1vPVRJYEeP29-D1yZSnP2SrBfY41vHxmwQiCKuczvnbq-TZ33lA0tUXZq1rEczl6o9QBbGxh0NuFx19bscPRdblLl2g5exzYgVFxE_CpbqLGl13hM3g
达实旗云,10-15K,数据分析师-医疗行业,3-5年,本科,成都·武侯区·新会展中心,1000-9999人,方差分析,多元统计分析,相关分析,https://www.zhipin.com/job_detail/e9cdde0820a478501XZ529q6GFZQ.html?lid=89AapUgEF39.search.136&securityId=S9YeQxG7Ct436-b1nZ9UMGgrDNaa-cSl5ogx_plzy3LHHaEJWKweqWQx4rZieDw9WyugtzvGffPxsQBBR5cEfwPtZkgOoM1-QJwgo6IMvPrOv-U~
上海冰鉴,20-30K,数据分析师,经验不限,本科,成都·武侯区·新会展中心,1000-9999人,Python,SQL,Spark,https://www.zhipin.com/job_detail/f93f961c4a063b511XV72du7EVBS.html?lid=89AapUgEF39.search.137&securityId=kMhgkvxQRhmNT-L1RD9Wjk9nYZ6IwQSv_urNnWMFHCcU-D1QKzWh2L3yqXara0w90f9bew0OuCucBT9ZYVzkvoYMYmcffP9Y-r0pmyoAfNHJyatZ5g~~
大道同行机器人,10-11K,数据分析师,经验不限,本科,成都·武侯区·石羊场,1000-9999人,需求分析,商业分析,数据建模,https://www.zhipin.com/job_detail/b316d9f207377f2b03N429m7EFE~.html?lid=89AapUgEF39.search.138&securityId=triAX3dqEahgy-W1i7ZnyCREfKjPG_szcRriC8sGkXR3ZSCcnAYXFqQs1aSu_fvkEkcZKxGLdcvf73VAEcWDjBlYnyE5nBhLEnAkRwwKavemhhUb
清环智源,5-10K,VOCs数据分析师（成都）,经验不限,本科,成都·金牛区·营门口,1000-9999人,环境监测,VOCs治理,环境影响评估,https://www.zhipin.com/job_detail/19a0861260d9db471nB83t26E1FX.html?lid=89AapUgEF39.search.139&securityId=wXXysFqAIkwol-R175hdbICxSQKcDZ6QC2jw9KCvS8uliFc8F7tePwdfKpj88WKFaJBlPgSXQekz71wJNYdgnAPy3pxa3cQAe4G5vWVZvcrgDmAiuSc~
我行我数,10-15K,数据分析师（行业分析）,3-5年,本科,成都·武侯区·桂溪,1000-9999人,线下零售,电商,生活服务/O2O,https://www.zhipin.com/job_detail/0ef5c18534fac3501XVy2dS-EVVW.html?lid=89AapUgEF39.search.140&securityId=hP6Ryo_hf7nuk-R1Qf8FtYzaj9ntiTKyLD6xoPrHkiUK6gVHq_xMqvlnUtSe9nB7hCiBcYB2luKBFZo7kjafZ572ZfHOXrtuGMwC-kD49hF1Fc9JXeg~
BBD,9-14K,资本市场数据分析师,1-3年,本科,成都·武侯区·桂溪,1000-9999人,Python,SQL,算法设计,https://www.zhipin.com/job_detail/5b581dbf4d170ca91nZ72ti1FlFW.html?lid=89AapUgEF39.search.141&securityId=XPb8srdq5jktM-V19J2z3Ymzi6JFBg3uRca7Qy48Pf0BcDSqXzDM8EQif7hW3AFGTwmdV_TLxuqH2B0BEvVJM2KEtomNJjmjfbEUDb73fQNJvkQ~
药融云数字科技(...,5-10K,医药学数据分析师/医药学数据编辑,1-3年,本科,成都·武侯区·孵化园,1000-9999人,产品内容建设,医药学数据分析,医学文献编辑,https://www.zhipin.com/job_detail/24ad1d2cad5856661XV429-5GFJW.html?lid=89AapUgEF39.search.142&securityId=xE2w9ner3kSA2-R1IzNnOvJMRZWHFCqQuL3U_1fgKUrBzBIF-JznJnCOlJyldKQapaWa5egMSwttKkdK8xHg3Na1xLv6DWE4TUUteegwVvmiOL4XMK0~
乐狗科技,20-40K·13薪,数据分析,3-5年,本科,成都·武侯区·新会展中心,1000-9999人,SQL,数据分析,游戏数据分析,https://www.zhipin.com/job_detail/719b2bb79e523d491n1609m0EFVX.html?lid=89AapUgEF39.search.143&securityId=ty8bLczOlEgTi-j1emiiRmtRfmaskOzaW77Rw9_oRgzmTw7ASvnQyWV8J9ueH95gJqmDt2bJjvdUG3taJfpJF4rDHuejkiNwAubCWwyO5LgWjZMeTQ~~
MAKE1,6-10K,数据分析专员,经验不限,本科,成都·青羊区·黄田坝,1000-9999人,Python,SQL,Pandas,https://www.zhipin.com/job_detail/409b80bae0b8e41a1XV83d24FVJR.html?lid=89AapUgEF39.search.144&securityId=4EU8lp-AkeQTA--1Fx2qMeTyYtnc1vogdB9YDl93poZxhJUF7uNt_ZUMfU3ZQbPAocE1u9ePEAgvMuec1EWI3eoKlcyDSxRPBZbF0bxrXwLVuC4_
映潮科技,8-13K·13薪,中级数据分析,1-3年,本科,成都·武侯区·新会展中心,1000-9999人,Excel,SQL,综合评价方法,https://www.zhipin.com/job_detail/cc0716692c48d4e21XV70t-6EFZR.html?lid=89AapUgEF39.search.145&securityId=LkIAcWUvotqff-Y1Hnav9chAFRQ8WOb74UvC33WBNQdxiznTB0uk1C9PIj2ByJVG5sGMCxcxFYPli7d07DpU3KpO9foCcG0hNrfEND6DeFUeh2Hygho~
声呐,4-9K,数据分析专家/数据分析助理,经验不限,本科,成都·武侯区·新会展中心,1000-9999人,Python,Excel,,https://www.zhipin.com/job_detail/37c749ec4105187b1nN_2N6_GFdR.html?lid=89AapUgEF39.search.146&securityId=AtePjjdfoOep6-_1dhuTJOv7uUDLjX1MtDTeMoRqudCid7yHp7PSwsGqsni9BX0JaPJOEri3uQU-3e8s-MIoIqdMEMWah0zRSnECYy1lIQz_4tjJ9uM~
饿了么,15-30K·16薪,用户数据分析,5-10年,本科,成都·锦江区·东大街,1000-9999人,SQL,Excel,Python,https://www.zhipin.com/job_detail/ba0ef093517e848e1nJ52Ni_FVJY.html?lid=89AapUgEF39.search.147&securityId=F5cu7u80C4fOo-v1suxvflx64dBBn6uaThe7Wbg0uu3RgvK8ZvhSsW_jhwKkCgYnGOK_KseiYCHdh3-lI_X6iZC7YO6AlIivpfPG7agwJTcicw~~
腾讯,8-12K·14薪,数据分析--业务流程&审计,3-5年,本科,成都·武侯区·新会展中心,1000-9999人,流程管理,,,https://www.zhipin.com/job_detail/6964b9d0ce9cba2b1n1z2tS7FFJZ.html?lid=89AapUgEF39.search.148&securityId=WtDoYWq7onCFY-O1hO3NLz6jFh3jcdu-PRk6W4YLIxMuoKfDj9QVl-VAke1Kbl1hREeg_79gVS5rt7isZRVFqqp5XTY6OtA7gHkfQdpjkoZ4H6JKCEw~
千小豹,4-6K,管培生JD（数据分析方向）,经验不限,本科,成都·双流区·华阳,1000-9999人,Excel,SQL,Python,https://www.zhipin.com/job_detail/3b780973a562fced1n1z3dW0FFpW.html?lid=89AapUgEF39.search.149&securityId=MWncmv7hhvzPi-W1oHsU7_nYLVBxJSesHXitFCwnKzuSdsVKxK5WMuulmCmtL8g1BdUrPs61DbisOtxpcMBkmZpbaRgqethzwvInT4D5MGZ05kBGEAY~
成都蚂蚁物流,4-6K,数据分析员,1-3年,大专,成都·武侯区·神仙树,1000-9999人,数据分析,数据采集,,https://www.zhipin.com/job_detail/2f3a5ee0b9459b30331y29i8E1I~.html?lid=89AapUgEF39.search.150&securityId=2G88qL_91en2k-u1Qh2T-J0Ly3tHrxOSy3WcADLXiOFFMOJ3jSl1iudEvtCQuoo5irDY9VuHneIDi-MHpO3mClKe2IWs5TbRyUtcnER8ZAChnLo~
美其格,4-6K,商品数据分析专员,1-3年,中专/中技,成都·金牛区·荷花池,500-999人,数据分析,商业分析,数据挖掘,https://www.zhipin.com/job_detail/455c1c9d449532310HV43NW0Elc~.html?lid=89AapUgEF39.search.151&securityId=yFMcaAlutnDtQ-a1YOZBYS9Kf-LosNERmOl9u-QKPZcfIHv3z73955nIuZR6hr1nuz3opz0lqd4u52E0jhfcJBjZSJbqQip9zrFUB5sUIBLXtk3-
英宝科技,100-200元/天,运营数据分析师,5天/周,3个月,成都,500-999人,数据分析,Python,数据仓库,https://www.zhipin.com/job_detail/3a3cba24642cceee1nV42N-1GVNY.html?lid=89AapUgEF39.search.152&securityId=XNpJFCOyRzWY7-G1Oe5XFLxSLReZPhVHmuatm6gPpTO7NkGIbtlzbA0kfwuJ-yENJ-LONy0bZH0czRuYH-sxBKar0yrGZISuxNdlGu_bYhqAZOUFfg~~
科睿埃迪,8-13K·13薪,大数据分析师,3-5年,本科,成都·武侯区·环球中心,500-999人,数据分析,数据开发,,https://www.zhipin.com/job_detail/12963b1ab5f711323nZ-0967GVU~.html?lid=89AapUgEF39.search.153&securityId=hwq0e6IVKbIyL-F1TcmcqxQSjC46iTOyU5ya2SR2bJb9u2dqWI2kXCASKhB-KcyXup8trgcKI0791rfUOKbk49nP4DDrprMcQaSiPDXZfG1kf4J-IQ~~
CBC北京分公司,8-13K·14薪,数据分析主管,3-5年,本科,成都·金牛区·火车北站,500-999人,Excel,相关分析,参数检验,https://www.zhipin.com/job_detail/ae74ada03fda507d1XZ-3du8F1BS.html?lid=89AapUgEF39.search.154&securityId=cfDgiyZ3q4AVw-S1-aQYQ5eue6RjkAiVUI9uRK85YPohf0GVQ5YLVxTCyyqSkyhDUtROyCNt-9Gg3vh0fUxEidhFfAYuK54fz7AgBQwKlby5pu3qwpE~
正态铠甲,5-10K,风险数据分析岗,1-3年,本科,成都·武侯区·石羊场,500-999人,SQL,Python,Excel,https://www.zhipin.com/job_detail/ea0a3edf5816eba31nBy2tW8GFdR.html?lid=89AapUgEF39.search.155&securityId=4c7e_M_Pfq2SM-c1XvI7VzU3sPrbVNuKE0iM5Kuk-aPxMvitHOUPBnc_ElemESj8t42kyYmM0NvRILEoiZq4tdhmevS4n3C9JVclpYIbEDY4cKWFPA~~
新源生物电子,12-20K·13薪,数据分析工程师,经验不限,本科,成都·武侯区·孵化园,500-999人,Java,Python,Shell,https://www.zhipin.com/job_detail/e28edca14b10d0731XV92Nq7EFVV.html?lid=89AapUgEF39.search.156&securityId=1cFLuqW8jmnLX-115XsnuCm4RDMQ4VbCCib7wBuAPYef-UPHm2PSKj_SiJS8hKrPITDhp1v3VqvaTS91oCCSlhsgiEZ9aD2MlnG4MVEIbkqH9x6pdL5U
超高清视频产业联盟,5-8K,超高清行业数据情报分析师,3-5年,本科,成都·武侯区·新会展中心,500-999人,数据分析,数据挖掘,商业分析,https://www.zhipin.com/job_detail/4b3c80a51f7b83631XR83d-9FFRW.html?lid=89AapUgEF39.search.157&securityId=AyfrYfWG2zx2X-71_KVC2VkTDBPjtBrIJEpsVc7s2AwSVaIZ7o5VKKjKe1f2umuKorPxR6B78cM2jyPNnQILvX4nmVNy3GRzyoGUA-hFbNj0tQj2s2w~
索贝数码,9-13K,Python开发工程师（数据分析）,1-3年,本科,成都,500-999人,SQL,,,https://www.zhipin.com/job_detail/0123ae7a3f304e2b1XV73Nu1EVJW.html?lid=89AapUgEF39.search.158&securityId=W79b32A3MD13E-714QblQR7-s7ro8C4vaFTYYzxJRyl4rOhWsdNFck8khCVPbIqKj24rMKXBQZiOrs1Jf-dEpqivteuqs_iFrsKxpNW7xibgNTEU
爱奇艺,100-150元/天,数据分析与标注实习生,5天/周,3个月,成都·双流区·华阳,500-999人,内容审核,,,https://www.zhipin.com/job_detail/275e208bed2821ac1nV90ti7EFBQ.html?lid=89AapUgEF39.search.159&securityId=gGi9AqWtr2nZA--1IN3HZAjBiJYdC0gBAOpavfHWhwWWNxivTMfxs6hW4hsshJvBQlVFl4yU7ncldzaEEQDRXK2FIogkeEvdzSFQRvGYVqPOLA~~
卫士通,15-30K·15薪,数据分析算法工程师(J10334),3-5年,本科,成都·武侯区·新会展中心,500-999人,Python,算法设计,自然语言处理,https://www.zhipin.com/job_detail/a1cee8ea384126791XVz3dS4FFBR.html?lid=89AapUgEF39.search.160&securityId=7YN6O57RR0i7e-v19axV8H-hhzKcMW5c-JyOr4Z9HQOgRM_5fNEFxwEcHkQka_2qJ2P3f7dtGUQF9tj1AJ17oie1Wz736pGxh6D08O4u1qRDG8y6p2nENec0ZwAvzDSWysBFA87RGLpOv_3dgwGp
百词斩,11-20K·15薪,内容教研(大学数学/成人英语/编程数据分析),3-5年,本科,成都,500-999人,内容教研,大学数学,办公技能,https://www.zhipin.com/job_detail/6d30e2664c5414251XZ82Ny1GVJQ.html?lid=89AapUgEF39.search.161&securityId=PPTUSVQYX2PrT--1Ulm9qg2YNTstJFkoZlW0PisXk4jR1g3y2HQNOdRtYPgF6MV-KR1BEclw6UtQPco7Vt8oNF55valJ8gO_BDMgCuMNFHjnAh6I
圭目,6-9K,探地雷达数据分析工程师,1-3年,本科,成都,500-999人,其他,,,https://www.zhipin.com/job_detail/3c65db295c60acb91nZ-3tu-ElJR.html?lid=89AapUgEF39.search.162&securityId=Hz1ZR6aMFHqOc-615IDXWgVBAHbB8PEfhupPxh10DQMnVenjMEJYVZOJC8JHJy4KsI5U1DffGmUQc0jBOgRQQijeXdrCo9LZxTyzid8JvTUvevCU2A~~
成都巴莫科技,5-6K,数据统计员,1-3年,本科,成都·金堂县·淮口,500-999人,数据统计,数学,数据,https://www.zhipin.com/job_detail/3b7c5a6e673f72951XZ439u-GVJW.html?lid=89AapUgEF39.search.163&securityId=9MssEHO32nOki-Z1iYyrnpwlKl1P-XaxEXUagVeBzIofRL8Nr3bRF8FM3WEK3TUtXST9EmmnS6cL-01uq6-0-D4yiFEoiDwaYB1VGajMIxjV8zSH5Blars6ASAN_4yE9zjneEO832Bi_C2ozjWkIEZzI
中电科航空电子有...,15-20K·15薪,机载航空业务大数据分析师,经验不限,本科,成都·郫都区·高新西,500-999人,飞机,客舱,数据,https://www.zhipin.com/job_detail/7d3da5e040a7dfd90HV70tS4EFI~.html?lid=89AapUgEF39.search.164&securityId=7V2Wti35CDRdx-L1vY5TqTHeEhxjtyIVhA7sJRIRCAxB4Rh7SI-rM2GaEKzk4M1RdJIos3gGnz7BOiCM3M3Ln19_rJ5l5dKf2WeTskUXMMXzpZlo
麦可思数据科技,6-10K,数据分析师-成都（双休，试用期全额）,经验不限,本科,成都·双流区·华阳,500-999人,SPSS,SAS,Excel,https://www.zhipin.com/job_detail/a6a1d8ba45cd0a961XV82t-8E1pR.html?lid=89AapUgEF39.search.165&securityId=10l9w47c90zFt-Y1Zb92z6SgLwdJ4EEkWUVGb-7RiaKUU8sTqC_g-vN-Fjw9atBI1OzuQqI0vRXz2dWErQ5FRgEQWo9SOYJScQftpi0xz2VwShGomfWJ
成都蚂蚁集团,4-5K,数据专员,经验不限,大专,成都·武侯区·创业路,500-999人,数据分析,数据挖掘,,https://www.zhipin.com/job_detail/6071b5cf38f1e9000XZz0t2_EVA~.html?lid=89AapUgEF39.search.166&securityId=p5QGVPDeddBPb-b1uqdwA1PaIWTHsxV1SZN9nn7AYc9sdfdFm4QeybAzb0UZqaEYgT1x-Jv8dCsPaC3BLElhe88POcCI32rg6J9Gxm0DAl2R9Q~~
巴歌悦行成都分公司,5-7K,数据专员,1-3年,本科,成都·龙泉驿区·成龙路,500-999人,Excel,数据分析,Java,https://www.zhipin.com/job_detail/3512eb62ca4a7c7b1nZ609i9GFZR.html?lid=89AapUgEF39.search.167&securityId=aJYudjm3_Cj1L-W1AKXogAxn1jhUxeexNXdfxDIUD996WiH5N9RQNV9hCyhmoEbuRXaiz_7fsI8kDMklVvr-4Xio_g1zIqGj3viYvYGTktH__40kyQ~~
香榭丽实业有限公司,4-5K,数据专员,经验不限,学历不限,成都·武侯区·航空路,500-999人,数据分析,产品,,https://www.zhipin.com/job_detail/36fc1a9ec1a1f2c81nR53du1GVpV.html?lid=89AapUgEF39.search.168&securityId=_gD5abLZOe2Tg-61ZyRMZF9eRBbxyigcVtlqXqpDS7tsuB28KGIsah69ujmLDjMzt5GUr2NamQk50i6VZjYc6Cbwaa2-NARbdDHL0BWQ7C6aza80pg~~
源麒传媒,5-8K,数据统计专员,1-3年,本科,成都·锦江区·春熙路,500-999人,数据统计,数据分析,函数运用,https://www.zhipin.com/job_detail/99242922214024891XV639q7EVdS.html?lid=89AapUgEF39.search.169&securityId=366fQRMCCXC8S-_1gY_570fw7-34xDRQ8A_FPfOQm8iEegmMorDD7kf_Erbpfcm_Fw4RSyLgkDlpNHEGI7kfeAY_MZdtIfcnXL_MDb7qX8ZW-KaWUgs~
云翼数据,8-12K·13薪,大数据工程师,1-3年,大专,成都,500-999人,数据仓库,数据分析,ETL,https://www.zhipin.com/job_detail/21e80c75817cb93c1nR92dq6GVFQ.html?lid=89AapUgEF39.search.170&securityId=mCM6r7K37R2Ip-D1fwAWWyds3pkKneQgYmtl8DQ-qjBHOCDUl8NRKYnuejm-rBVwUu3WBru4zwqb4W6yTBH6X-IWLPvBhvYbc-d0jNevjsvu9dTmRdY~
数天下,100-150元/天,数据库实习生,5天/周,6个月,成都·武侯区·高升桥,500-999人,SQL,数据分析,Power BI,https://www.zhipin.com/job_detail/71589b12462e00da0H1_2dW6ElQ~.html?lid=89AapUgEF39.search.171&securityId=pmxe_40nVc_aR-K19eWasxuDzEKj6eRF8iOj2epP_xGNu28mWzPciYAlWAaqYmu1kKrODeXJnGi6K19-9kXQ79ujgdxigFutEmWS0cnR1dsBbNTv
BBD,8-13K·13薪,金融工程师（数据分析）,1-3年,硕士,成都·武侯区·新会展中心,500-999人,行业研究,数据分析,建模,https://www.zhipin.com/job_detail/1e0a83bf99e76db703d909S9GFQ~.html?lid=89AapUgEF39.search.172&securityId=S1YoHRrbdV47j-S1vo7y7m9iIvt298GRP_cEj2fAiAwUXTlfjB2EbBCx-0UtCiw8Jb3CmcC6NHiZ9Li7KFAGUIxQUEFrGtFABjo6J1ARY_Z06A~~
MAKE1,5-8K,数据分析运营,1-3年,本科,成都·青羊区·黄田坝,500-999人,Python,SQL,Pandas,https://www.zhipin.com/job_detail/ddbd9f74b79361ed1XVz3tq6E1ZV.html?lid=89AapUgEF39.search.173&securityId=S19CH7yvbQZjc-516zJYRv4txN9WWa62TPqTtMJBb4FyQcMUO3c8jNwVGvrASfYrPIzztgYwVr5UM89KDNdTOR4QPU6fvIwxVeEABZSiRuYL
重庆广睿达,5-8K,环境数据分析工程师,1-3年,本科,成都·双流区·华阳,500-999人,环境监测,,,https://www.zhipin.com/job_detail/3b70bb79a94cbee61nx829y6GVVR.html?lid=89AapUgEF39.search.174&securityId=xY0Outqgmm7AB-U1wvS1v31c3Jr9I9ZYaQLrwsYso2D_mDrdeg8uUiP-1eCP9WztYrXEg92JstU2OdjgRE0cWxcsfiLHW3SRpiqYexc4VUNMgxg~
衫数科技,100-200元/天,实习生（数据分析、数据挖掘）,4天/周,3个月,成都·双流区·华阳,500-999人,Python,Java,回归分析,https://www.zhipin.com/job_detail/45659de91dd463091nJy3N-5FlRY.html?lid=89AapUgEF39.search.175&securityId=SI75LSQfxewlH-q1PEGs1QQ1qk4X13V-HxAIc0iUaOzcrOjV-8AiMdw1TOFwmG_V_2ymH6uC75Ap-kGSJdf09cx2hwGXlWOVkCvNscjPYZkQnU2GSQ~~
捷普,15-25K·16薪,数据分析专家（SAS公司优先）,1-3年,硕士,成都·崇州市·大划,500-999人,SAS,JMP,,https://www.zhipin.com/job_detail/54b53286300a8dd31XZ93tS5ElZW.html?lid=89AapUgEF39.search.176&securityId=nARjFx2lTabia-x1lXG4zfqf9AyPtOsPokCfh-4Ui0aywFbaGM_Wm5SjMjog-CQ2cMltddLIbFSZmFi0ErltfkzK4AyvEIg5GoEQ3nPo0ToRSybE
新网银行,11-22K,风险数据分析岗,1-3年,本科,成都·武侯区·新会展中心,500-999人,数据分析,SQL,风险,https://www.zhipin.com/job_detail/906e04da5557c4931nJy09u7FlZQ.html?lid=89AapUgEF39.search.177&securityId=swtJCeWAp9ols-f1NrS3U1qU9oUGBG0Udsc1bBF1tc7ryVNDZdGwhhTYtCJk66lei3tl9_IX7Eh4XuVr0v67Y7p6cJPlMXeOYWdH5DK1ZBJLZiE~
顺为盈世信息技术,8-13K,数据建模及分析人员,1-3年,本科,成都·武侯区·簇桥,500-999人,数据分析,数据仓库,数据库开发,https://www.zhipin.com/job_detail/f40fa7d0a18989940XJ50ty9ElA~.html?lid=89AapUgEF39.search.178&securityId=28i8TWwY-sINR-21n1jJ5fiEFHB_paJiH1urP4od2OLf4ldogmDtVyRs9db_FuUuJuPe43j0S5f4GmhtN3k9IVUsIPNq9nR5awQ6byaDmoOpQPhN
蚂蚁物流,5-6K,数据分析员,经验不限,本科,成都·武侯区·高朋大道,500-999人,SQL,SAS,大数据,https://www.zhipin.com/job_detail/e5d5b8f9d1a71c9a1nZ_2tW8FFBZ.html?lid=89AapUgEF39.search.179&securityId=jn0MAX9Amfij0-91J7pkAcDeUm7LgJrUVuBugAtGMnV3cmGzXDLxqWwP6gBqdJWGQObzwPY3tNEm1I5c_Q_DQi6X49i0JGmD3VLWXVOcBXddkA~~
德特赛维,15-30K,大数据分析,经验不限,学历不限,成都·青羊区·春熙路,500-999人,Hadoop,Spark,Flink,https://www.zhipin.com/job_detail/247a841ae089765e1nZ62N-7FlBW.html?lid=89AapUgEF39.search.180&securityId=MQbJ_N92Cq75s-B1sfAFdJ1fuTC26WWl_HzP67h6PmOjX3UPkX9R_xBu3pNdVQMOWnFBjvWd_z2YE_EM5urCsFR4ExFgbBi3S_dHD1xmomuxn6UtDbY~
